1000, 985856, 0, 0, 0
2000, 990174, 0, 0, 0
3000, 965760, 0, 0, 0
4000, 968520, 0, 0, 0
5000, 987648, 0, 0, 0
6000, 970954, 0, 0, 0
7000, 966214, 0, 0, 0
8000, 963200, 0, 0, 0
9000, 970698, 0, 0, 0
10000, 964736, 0, 0, 0
11000, 969929, 0, 0, 0
12000, 989917, 0, 0, 0
13001, 990336, 0, 0, 0
14000, 984664, 0, 0, 0
15000, 967367, 0, 0, 0
16000, 962560, 0, 0, 0
17000, 974542, 0, 0, 0
18000, 987099, 0, 0, 0
19000, 989312, 0, 0, 0
20000, 989405, 0, 0, 0
21000, 986970, 0, 0, 0
22000, 989405, 0, 0, 0
23000, 988928, 0, 0, 0
24000, 986074, 0, 0, 0
25000, 962176, 0, 0, 0
26000, 973901, 0, 0, 0
27000, 988892, 0, 0, 0
28001, 988416, 0, 0, 0
29000, 987739, 0, 0, 0
30000, 988380, 0, 0, 0
31000, 988508, 0, 0, 0
32000, 988416, 0, 0, 0
33000, 988380, 0, 0, 0
34000, 988508, 0, 0, 0
35000, 988508, 0, 0, 0
36000, 988160, 0, 0, 0
37000, 987867, 0, 0, 0
38000, 988124, 0, 0, 0
39001, 989056, 0, 0, 0
40000, 988892, 0, 0, 0
41000, 988764, 0, 0, 0
42000, 987739, 0, 0, 0
43000, 988672, 0, 0, 0
44000, 988636, 0, 0, 0
45000, 987739, 0, 0, 0
46001, 987904, 0, 0, 0
47000, 987483, 0, 0, 0
48000, 988252, 0, 0, 0
49000, 987867, 0, 0, 0
50000, 988032, 0, 0, 0
51000, 988508, 0, 0, 0
52000, 988892, 0, 0, 0
53000, 988636, 0, 0, 0
54000, 987904, 0, 0, 0
55000, 988508, 0, 0, 0
56000, 988764, 0, 0, 0
57000, 988544, 0, 0, 0
58000, 988892, 0, 0, 0
59000, 988636, 0, 0, 0
60000, 987611, 0, 0, 0
61000, 987776, 0, 0, 0
62000, 987739, 0, 0, 0
63000, 988380, 0, 0, 0
64001, 988800, 0, 0, 0
65000, 988508, 0, 0, 0
66000, 988636, 0, 0, 0
67000, 988636, 0, 0, 0
68000, 987904, 0, 0, 0
69000, 987995, 0, 0, 0
70000, 987867, 0, 0, 0
71000, 988636, 0, 0, 0
72000, 988544, 0, 0, 0
73000, 988636, 0, 0, 0
74000, 988508, 0, 0, 0
75000, 988800, 0, 0, 0
76000, 988764, 0, 0, 0
77000, 988636, 0, 0, 0
78001, 988800, 0, 0, 0
79000, 988892, 0, 0, 0
80000, 988764, 0, 0, 0
81000, 988508, 0, 0, 0
82000, 988800, 0, 0, 0
83000, 988892, 0, 0, 0
84000, 988636, 0, 0, 0
85001, 988672, 0, 0, 0
86000, 988380, 0, 0, 0
87000, 989917, 0, 0, 0
88000, 989917, 0, 0, 0
89000, 990848, 0, 0, 0
90000, 991071, 0, 0, 0
91000, 990814, 0, 0, 0
92000, 990976, 0, 0, 0
93000, 991199, 0, 0, 0
94000, 991199, 0, 0, 0
95001, 990592, 0, 0, 0
96000, 991327, 0, 0, 0
97000, 990430, 0, 0, 0
98000, 989661, 0, 0, 0
99000, 988544, 0, 0, 0
100000, 990686, 0, 0, 0
101000, 991071, 0, 0, 0
102001, 990208, 0, 0, 0
103000, 989149, 0, 0, 0
104000, 988636, 0, 0, 0
105000, 987355, 0, 0, 0
106000, 988288, 0, 0, 0
107000, 988764, 0, 0, 0
108000, 989533, 0, 0, 0
109001, 988160, 0, 0, 0
110000, 987995, 0, 0, 0
111000, 988764, 0, 0, 0
112000, 988508, 0, 0, 0
113000, 988800, 0, 0, 0
114000, 989021, 0, 0, 0
115000, 987867, 0, 0, 0
116000, 988124, 0, 0, 0
117000, 987392, 0, 0, 0
118000, 987867, 0, 0, 0
119000, 989533, 0, 0, 0
120001, 987392, 0, 0, 0
121000, 987995, 0, 0, 0
122000, 987995, 0, 0, 0
123000, 988636, 0, 0, 0
124000, 988928, 0, 0, 0
125000, 988892, 0, 0, 0
126000, 989533, 0, 0, 0
127000, 988636, 0, 0, 0
128000, 988800, 0, 0, 0
129000, 988764, 0, 0, 0
130000, 988892, 0, 0, 0
131001, 988800, 0, 0, 0
132000, 988764, 0, 0, 0
133000, 988892, 0, 0, 0
134000, 988764, 0, 0, 0
135001, 988672, 0, 0, 0
136000, 988764, 0, 0, 0
137000, 988764, 0, 0, 0
138000, 988636, 0, 0, 0
139001, 988800, 0, 0, 0
140000, 988764, 0, 0, 0
141000, 988764, 0, 0, 0
142000, 989021, 0, 0, 0
143000, 988544, 0, 0, 0
144000, 988508, 0, 0, 0
145000, 988508, 0, 0, 0
146000, 990592, 0, 0, 0
147000, 990174, 0, 0, 0
148000, 990686, 0, 0, 0
149000, 989277, 0, 0, 0
150000, 988032, 0, 0, 0
151000, 988764, 0, 0, 0
152000, 988764, 0, 0, 0
153000, 989533, 0, 0, 0
154000, 987904, 0, 0, 0
155000, 988508, 0, 0, 0
156000, 988892, 0, 0, 0
157001, 988672, 0, 0, 0
158000, 988764, 0, 0, 0
159000, 988636, 0, 0, 0
160000, 987483, 0, 0, 0
161000, 990464, 0, 0, 0
162000, 990686, 0, 0, 0
163000, 987995, 0, 0, 0
164000, 987995, 0, 0, 0
165000, 987904, 0, 0, 0
166000, 987995, 0, 0, 0
167000, 988892, 0, 0, 0
168001, 987648, 0, 0, 0
169000, 989661, 0, 0, 0
170000, 987483, 0, 0, 0
171000, 989533, 0, 0, 0
172000, 988160, 0, 0, 0
173000, 988380, 0, 0, 0
174000, 988124, 0, 0, 0
175001, 988672, 0, 0, 0
176000, 988764, 0, 0, 0
177000, 988764, 0, 0, 0
178000, 988892, 0, 0, 0
179000, 988800, 0, 0, 0
