251, 968414, 0, 0, 0
500, 990586, 0, 0, 0
750, 989184, 0, 0, 0
1000, 989696, 0, 0, 0
1250, 988672, 0, 0, 0
1501, 987648, 0, 0, 0
1750, 987502, 0, 0, 0
2000, 988672, 0, 0, 0
2250, 988672, 0, 0, 0
2500, 987136, 0, 0, 0
2750, 988672, 0, 0, 0
3000, 988672, 0, 0, 0
3250, 988672, 0, 0, 0
3500, 989184, 0, 0, 0
3750, 981504, 0, 0, 0
4000, 966144, 0, 0, 0
4250, 988160, 0, 0, 0
4500, 989184, 0, 0, 0
4750, 983552, 0, 0, 0
5000, 962048, 0, 0, 0
5250, 966656, 0, 0, 0
5500, 966144, 0, 0, 0
5750, 966656, 0, 0, 0
6000, 966144, 0, 0, 0
6250, 966656, 0, 0, 0
6500, 966144, 0, 0, 0
6750, 966656, 0, 0, 0
7000, 966144, 0, 0, 0
7250, 966656, 0, 0, 0
7500, 966144, 0, 0, 0
7750, 965120, 0, 0, 0
8000, 966656, 0, 0, 0
8250, 965397, 0, 0, 0
8500, 986624, 0, 0, 0
8750, 985600, 0, 0, 0
9000, 986112, 0, 0, 0
9250, 986112, 0, 0, 0
9500, 987136, 0, 0, 0
9750, 987648, 0, 0, 0
10000, 987648, 0, 0, 0
10250, 987648, 0, 0, 0
10500, 986624, 0, 0, 0
10750, 987648, 0, 0, 0
11000, 981504, 0, 0, 0
11250, 974336, 0, 0, 0
11500, 987648, 0, 0, 0
11750, 988160, 0, 0, 0
12000, 988160, 0, 0, 0
12250, 988160, 0, 0, 0
12500, 988672, 0, 0, 0
12750, 985088, 0, 0, 0
13000, 987648, 0, 0, 0
13250, 987648, 0, 0, 0
13500, 988160, 0, 0, 0
13750, 988160, 0, 0, 0
14000, 987502, 0, 0, 0
14250, 988160, 0, 0, 0
14500, 987648, 0, 0, 0
14750, 988160, 0, 0, 0
15000, 967680, 0, 0, 0
15250, 963584, 0, 0, 0
15500, 971776, 0, 0, 0
15750, 957952, 0, 0, 0
16000, 982016, 0, 0, 0
16250, 988160, 0, 0, 0
16500, 989696, 0, 0, 0
16750, 987136, 0, 0, 0
17000, 988160, 0, 0, 0
17250, 981504, 0, 0, 0
17500, 988672, 0, 0, 0
17750, 985088, 0, 0, 0
18000, 987648, 0, 0, 0
18250, 987136, 0, 0, 0
18500, 988160, 0, 0, 0
18750, 987648, 0, 0, 0
19000, 984576, 0, 0, 0
19250, 979456, 0, 0, 0
19500, 965632, 0, 0, 0
19750, 965632, 0, 0, 0
20000, 962313, 0, 0, 0
20250, 962048, 0, 0, 0
20500, 960000, 0, 0, 0
20750, 962560, 0, 0, 0
21000, 961024, 0, 0, 0
21250, 966144, 0, 0, 0
21500, 966656, 0, 0, 0
21750, 966656, 0, 0, 0
22000, 966656, 0, 0, 0
22250, 967168, 0, 0, 0
22500, 965632, 0, 0, 0
22750, 965632, 0, 0, 0
23000, 966656, 0, 0, 0
23250, 966144, 0, 0, 0
23500, 966144, 0, 0, 0
23750, 966144, 0, 0, 0
24000, 966656, 0, 0, 0
24250, 970752, 0, 0, 0
24500, 987648, 0, 0, 0
24750, 987648, 0, 0, 0
25000, 985088, 0, 0, 0
25250, 985600, 0, 0, 0
25500, 986112, 0, 0, 0
25750, 982016, 0, 0, 0
26000, 958464, 0, 0, 0
26250, 962560, 0, 0, 0
26500, 980992, 0, 0, 0
26750, 988160, 0, 0, 0
27000, 988672, 0, 0, 0
27250, 985088, 0, 0, 0
27500, 988672, 0, 0, 0
27750, 985600, 0, 0, 0
28000, 984931, 0, 0, 0
28250, 968192, 0, 0, 0
28500, 963584, 0, 0, 0
28750, 963072, 0, 0, 0
29000, 961536, 0, 0, 0
29250, 963072, 0, 0, 0
29500, 960000, 0, 0, 0
29750, 959488, 0, 0, 0
